index,sample,fpl,SWB_2,FWBscore,FWB1_1,FWB1_2,FWB1_5,FWB2_3,FSscore,MANAGE1_1,MANAGE1_2,MANAGE1_3,SAVEHABIT,ENDSMEET,HOUSING,HOUSERANGES,MORTGAGE,SAVINGSRANGES,PRODHAVE_1,PRODHAVE_2,PRODHAVE_3,PRODHAVE_5,PRODUSE_1,VOLATILITY,MATHARDSHIP_3,COLLECT,REJECTED_1,SHOCKS_8,MATERIALISM_3,HEALTH,PPEDUC,EMPLOY,agecat,generation,PPETHM,PPGENDER,PPINCIMP,PPMARIT,Util_cutoff_no_pay,Property taxes Mean,Mortgage interest and charges Mean,"Utilities, fuels, and public services Mean",Telephone services Mean,"Residential phone service, VOIP, and phone cards Mean",Cellular phone service Mean,Health insurance Mean,Education Mean
2465,3,4,8,74,5,2,2,2,65,6,6,6,6,2,2,7,3,8,2,1,2,2,1,2,2,1,1,1,4,5,6,9,7,3,2,2,10,2,2,2055,3598,3932,1450,161,1289,3236,1469
2467,2,4,3,45,2,2,5,4,42,6,5,2,6,2,2,7,2,5,2,2,2,2,1,2,2,9,2,1,3,5,4,3,5,3,2,2,8,2,3,2055,3598,3932,1450,161,1289,3236,1469
2469,2,4,5,48,2,3,6,2,52,6,5,2,4,2,2,2,2,5,2,2,2,2,1,2,2,1,1,1,2,4,4,9,7,3,2,3,7,2,2,1545,2558,4092,1413,197,1216,3444,1143
2470,3,3,2,38,2,3,4,4,40,6,5,6,5,3,2,2,2,6,2,1,2,1,1,3,2,1,1,1,2,2,2,9,9,2,2,3,2,4,2,2206,2286,3943,1332,197,1134,3669,1107
2471,3,4,6,52,4,3,4,2,42,6,5,6,6,2,2,2,2,8,2,2,2,1,1,2,2,1,1,1,5,3,4,9,9,2,2,2,5,2,2,2055,3598,3932,1450,161,1289,3236,1469
2472,3,4,6,64,5,5,3,3,59,6,5,4,6,2,2,99,100,6,2,1,2,1,1,3,2,1,1,1,3,5,4,9,8,2,2,2,8,2,2,2055,3598,3932,1450,161,1289,3236,1469
2477,2,4,4,36,2,2,6,4,42,6,3,2,3,3,2,6,3,4,2,2,2,1,1,2,2,1,1,1,3,4,6,8,5,3,2,2,9,2,2,1545,2558,4092,1413,197,1216,3444,1143
2479,2,4,7,54,2,4,4,3,44,5,5,2,5,3,2,5,3,5,2,2,2,1,1,2,2,1,1,1,3,4,3,3,6,3,2,3,5,3,2,2206,2286,3943,1332,197,1134,3669,1107
2481,3,4,6,61,4,6,3,3,52,6,6,6,5,2,2,6,3,6,2,1,2,2,1,2,2,1,1,1,4,5,4,9,9,2,4,2,8,6,2,2055,3598,3932,1450,161,1289,3236,1469
2483,3,4,6,80,5,5,2,2,53,6,6,6,6,2,2,2,2,100,2,2,2,2,1,2,2,1,1,1,2,4,3,9,9,2,2,2,7,2,2,2206,2286,3943,1332,197,1134,3669,1107
2484,3,3,0,54,4,5,5,2,42,6,5,6,4,2,2,4,3,4,2,2,2,2,1,3,2,1,1,1,3,4,3,9,8,2,2,3,3,3,2,2055,3598,3932,1450,161,1289,3236,1469
2485,3,4,7,68,4,5,2,2,54,6,6,6,6,2,2,0,0,8,2,2,2,2,1,2,2,1,1,1,3,4,4,9,7,3,2,2,7,2,2,3687,2754,4249,1438,289,1149,3566,2370
2486,2,4,6,61,4,5,4,2,58,6,5,6,7,2,2,2,2,8,2,2,2,1,1,2,2,1,1,1,2,5,5,3,6,3,2,2,8,2,2,3687,2754,4249,1438,289,1149,3566,2370
2487,2,4,4,78,5,4,4,2,59,6,5,6,7,2,2,100,100,100,2,2,2,2,1,2,2,1,1,1,2,3,3,9,9,2,2,2,4,2,2,2055,3598,3932,1450,161,1289,3236,1469
2488,3,4,5,70,6,5,3,2,59,6,6,6,7,2,2,4,3,8,2,2,2,2,1,2,2,1,1,1,4,5,3,9,9,2,2,2,6,2,2,2055,3598,3932,1450,161,1289,3236,1469
2490,2,4,8,59,6,4,3,2,56,6,5,6,6,2,2,8,4,8,2,2,2,2,1,3,2,1,1,1,4,6,5,3,4,4,4,2,10,2,2,2055,3598,3932,1450,161,1289,3236,1469
2491,2,4,5,29,2,3,6,4,44,6,3,2,4,3,2,8,4,4,2,1,2,2,1,3,3,1,1,1,3,4,4,3,4,4,2,3,9,2,2,3687,2754,4249,1438,289,1149,3566,2370
2495,2,4,6,59,4,3,3,3,52,6,5,6,7,2,2,6,2,5,2,2,2,1,1,3,2,1,1,1,3,4,6,3,5,3,2,2,8,2,2,1545,2558,4092,1413,197,1216,3444,1143
2497,3,4,2,49,3,3,4,3,51,6,3,3,4,3,2,4,2,6,2,1,1,2,1,2,2,1,0,1,4,4,4,9,9,2,2,2,5,2,2,2206,2286,3943,1332,197,1134,3669,1107
2498,2,4,7,71,4,5,3,2,54,6,5,6,6,2,2,7,3,7,2,2,2,2,1,2,2,1,1,1,3,5,5,3,6,3,5,2,10,4,2,2206,2286,3943,1332,197,1134,3669,1107
2500,3,3,7,63,5,5,5,2,52,6,4,6,6,2,2,100,100,100,2,2,2,1,1,2,2,1,1,1,3,5,3,3,7,3,2,3,3,2,2,3687,2754,4249,1438,289,1149,3566,2370
2501,2,4,7,72,6,5,3,2,53,6,6,6,7,2,2,6,3,7,2,2,2,2,1,2,2,1,1,1,5,5,6,3,4,4,2,3,9,2,2,3687,2754,4249,1438,289,1149,3566,2370
2502,2,4,8,62,4,4,3,3,61,6,6,6,7,2,2,99,2,5,1,2,2,1,1,2,2,1,1,1,2,5,5,3,4,4,5,2,6,2,2,1545,2558,4092,1413,197,1216,3444,1143
2505,2,4,3,42,3,2,6,4,17,5,3,4,2,4,2,6,3,5,2,2,2,1,1,4,2,2,1,1,5,3,4,3,6,3,2,2,9,3,2,2206,2286,3943,1332,197,1134,3669,1107
2510,2,4,7,42,4,2,6,4,42,5,5,2,3,3,2,6,3,4,1,1,2,1,1,2,2,1,2,1,3,4,4,3,6,3,2,2,6,4,2,3687,2754,4249,1438,289,1149,3566,2370
2512,2,4,7,84,5,6,2,2,64,6,6,6,6,2,2,100,2,100,2,2,2,2,1,2,2,1,1,1,0,5,5,9,9,2,2,3,10,4,2,2206,2286,3943,1332,197,1134,3669,1107
2514,2,4,6,63,5,5,3,3,50,5,5,2,6,2,2,6,3,6,2,1,2,1,1,2,2,1,1,1,4,4,6,3,4,4,2,2,9,4,2,2206,2286,3943,1332,197,1134,3669,1107
2517,2,4,7,66,5,4,2,3,55,6,6,6,6,2,2,3,3,7,2,2,2,2,1,2,2,1,1,1,3,4,5,9,7,3,2,2,9,2,2,2206,2286,3943,1332,197,1134,3669,1107
2519,2,2,4,40,2,2,2,2,56,6,2,2,2,4,2,4,2,2,2,2,2,1,1,2,2,2,1,2,2,3,3,7,5,4,2,3,3,2,3,3687,2754,4249,1438,289,1149,3566,2370
2520,3,4,7,61,4,5,5,3,53,6,6,6,7,2,2,5,2,5,2,2,2,2,1,2,2,1,1,1,2,5,6,9,9,2,2,3,6,3,2,1545,2558,4092,1413,197,1216,3444,1143
2521,2,4,4,40,4,3,4,5,43,6,4,6,4,3,2,5,3,4,2,2,2,1,1,2,3,1,1,1,4,4,5,3,2,5,2,3,4,6,3,2206,2286,3943,1332,197,1134,3669,1107
2522,2,4,8,76,6,5,2,2,83,6,6,6,7,2,2,2,2,8,2,2,1,2,1,2,2,1,1,1,4,5,3,9,7,3,2,2,5,2,2,1545,2558,4092,1413,197,1216,3444,1143
2523,2,4,7,55,5,4,4,3,58,6,5,4,6,2,2,2,2,6,2,1,1,1,1,3,2,9,1,1,3,5,4,2,6,3,2,2,7,2,2,1545,2558,4092,1413,197,1216,3444,1143
2525,2,4,8,48,5,4,4,5,53,6,4,5,0,3,2,2,2,100,2,1,1,1,1,2,2,1,1,1,0,3,2,2,3,5,5,3,9,2,2,2055,3598,3932,1450,161,1289,3236,1469
2528,3,4,7,72,6,6,3,2,52,6,6,6,6,2,2,6,4,6,2,2,2,2,1,2,2,1,1,1,5,6,4,9,7,3,2,3,8,2,2,2206,2286,3943,1332,197,1134,3669,1107
2529,2,4,0,64,4,5,2,3,49,6,6,6,6,2,2,2,2,100,2,2,2,2,1,2,2,1,1,1,4,5,6,9,8,2,2,2,9,2,2,1545,2558,4092,1413,197,1216,3444,1143
2530,2,4,7,50,5,5,4,3,47,6,5,4,6,3,2,7,4,6,2,2,2,1,1,2,2,1,1,1,5,5,6,3,3,5,2,2,9,2,2,1545,2558,4092,1413,197,1216,3444,1143
2531,2,4,8,76,6,6,3,2,52,6,5,6,7,2,2,5,3,8,2,2,2,2,1,2,2,1,1,1,3,5,4,9,8,2,2,3,9,2,2,2206,2286,3943,1332,197,1134,3669,1107
2533,3,4,8,87,6,5,2,2,61,6,6,6,7,2,2,8,4,8,2,1,2,2,1,2,2,1,1,1,2,5,6,9,8,2,2,2,9,3,2,2055,3598,3932,1450,161,1289,3236,1469
2534,2,4,5,58,4,3,4,3,46,6,6,6,5,3,2,8,4,7,2,1,1,2,1,2,2,1,1,1,3,4,5,3,6,3,3,2,8,2,2,3687,2754,4249,1438,289,1149,3566,2370
2536,2,4,7,64,4,5,2,2,57,6,5,6,6,2,2,4,3,6,2,1,2,1,1,2,2,1,1,1,4,5,5,3,5,4,2,2,6,5,2,2206,2286,3943,1332,197,1134,3669,1107
2537,3,4,4,44,2,3,4,4,38,5,4,2,3,3,2,6,3,3,2,2,1,2,1,2,2,2,2,1,2,4,2,4,7,3,2,3,5,2,2,2206,2286,3943,1332,197,1134,3669,1107
2538,3,4,8,79,6,6,2,2,68,6,6,6,7,2,2,2,2,100,2,2,2,2,1,2,2,1,1,1,3,6,6,4,7,3,2,3,9,2,2,2206,2286,3943,1332,197,1134,3669,1107
2540,3,4,7,61,4,4,3,3,58,6,5,5,6,2,2,2,2,4,2,1,2,2,1,2,2,9,1,1,2,4,6,9,9,2,5,2,4,2,2,1545,2558,4092,1413,197,1216,3444,1143
2541,2,4,7,59,4,5,3,3,55,6,5,4,5,2,2,7,4,6,2,2,2,2,1,2,2,1,1,1,3,4,6,9,8,2,4,2,9,2,2,2055,3598,3932,1450,161,1289,3236,1469
2544,2,4,8,81,6,5,2,2,11,6,2,2,2,3,2,2,2,8,2,1,2,1,1,4,2,1,1,1,6,4,5,2,5,4,2,2,10,2,2,1545,2558,4092,1413,197,1216,3444,1143
2545,2,4,5,58,4,4,4,3,43,6,5,6,6,2,2,8,4,100,2,2,2,1,1,2,2,1,1,1,3,5,4,3,4,4,2,2,9,2,2,1545,2558,4092,1413,197,1216,3444,1143
2546,2,4,7,81,6,6,2,2,53,6,2,6,7,2,2,3,2,8,2,2,2,2,1,2,2,1,1,1,2,5,5,9,7,3,2,3,7,5,2,2206,2286,3943,1332,197,1134,3669,1107
2547,2,4,6,78,6,5,6,2,54,6,5,6,6,2,2,6,4,7,2,1,2,1,1,2,2,1,1,1,2,4,6,9,9,2,2,2,9,2,2,1545,2558,4092,1413,197,1216,3444,1143
2549,3,3,6,50,2,3,3,4,41,4,4,4,4,3,2,7,99,100,1,1,2,2,1,2,2,9,1,1,2,3,3,9,9,2,4,2,3,2,2,1545,2558,4092,1413,197,1216,3444,1143
2551,2,4,7,73,6,5,2,2,60,6,6,6,6,2,2,7,4,6,2,2,1,2,1,2,2,1,1,1,3,4,5,5,5,4,2,3,10,2,2,1545,2558,4092,1413,197,1216,3444,1143
2553,2,4,8,56,4,4,4,3,42,5,5,5,5,3,2,7,3,6,2,1,2,1,1,2,2,1,1,1,2,4,5,3,3,5,5,3,7,2,2,1545,2558,4092,1413,197,1216,3444,1143
2554,2,4,4,45,4,3,5,3,59,6,6,6,5,3,2,7,4,3,2,2,2,2,1,2,2,1,1,1,2,4,5,3,3,5,2,3,10,2,2,2055,3598,3932,1450,161,1289,3236,1469
2555,2,4,5,78,6,5,2,2,59,6,6,6,6,2,2,100,2,100,2,1,2,1,1,2,2,1,1,1,3,5,3,9,7,3,2,2,4,2,2,1545,2558,4092,1413,197,1216,3444,1143
2557,2,4,7,51,4,4,4,4,44,6,4,2,2,2,2,5,3,5,2,2,2,1,1,2,2,1,1,1,3,4,5,3,4,4,2,2,7,5,2,1545,2558,4092,1413,197,1216,3444,1143
2558,2,4,6,64,5,5,3,3,45,5,5,6,6,2,2,100,100,100,2,1,2,2,1,2,2,1,1,1,3,5,4,9,7,3,2,3,10,2,2,3687,2754,4249,1438,289,1149,3566,2370
2560,2,4,8,52,4,5,4,3,42,6,3,6,5,3,2,8,4,7,2,2,2,1,1,2,2,1,1,1,4,5,6,5,3,5,2,2,9,2,2,2055,3598,3932,1450,161,1289,3236,1469
2562,2,4,6,67,5,5,3,2,47,6,2,6,6,2,2,6,3,7,2,1,2,1,1,2,2,1,1,1,4,6,6,5,3,5,2,2,9,2,2,3687,2754,4249,1438,289,1149,3566,2370
2563,2,4,6,61,5,6,4,4,49,6,3,2,7,2,2,7,4,6,2,2,2,2,1,2,2,1,1,1,3,3,5,3,4,4,2,2,9,2,2,2206,2286,3943,1332,197,1134,3669,1107
2564,2,2,8,62,2,6,3,2,62,6,6,6,5,4,2,100,100,99,1,1,2,1,1,2,2,1,1,1,6,4,3,7,5,4,5,2,2,5,2,1545,2558,4092,1413,197,1216,3444,1143
2565,2,4,7,51,5,4,5,3,39,6,6,4,5,3,2,4,2,4,2,2,2,1,1,2,2,1,1,1,3,4,3,3,6,3,2,3,7,2,2,2206,2286,3943,1332,197,1134,3669,1107
2566,3,4,7,74,6,4,2,2,56,6,5,6,2,2,2,2,2,8,2,1,2,2,1,2,2,1,1,1,4,4,5,9,7,3,2,3,9,2,2,2055,3598,3932,1450,161,1289,3236,1469
2567,3,4,3,47,2,3,4,3,44,6,5,4,5,3,2,100,2,6,1,1,2,1,1,2,2,1,1,1,3,3,5,9,7,3,2,2,4,2,2,2206,2286,3943,1332,197,1134,3669,1107
2568,2,4,7,64,4,3,6,2,53,6,6,6,7,2,2,5,3,6,2,1,2,2,1,2,2,1,1,1,2,4,4,9,8,2,2,2,7,2,2,2055,3598,3932,1450,161,1289,3236,1469
2569,2,4,4,43,4,3,5,3,44,6,4,6,5,3,2,4,2,7,2,2,2,2,1,2,2,1,1,1,2,4,4,9,6,3,2,2,4,5,2,2206,2286,3943,1332,197,1134,3669,1107
2570,2,2,6,69,5,5,5,2,57,6,6,6,5,2,2,99,100,8,2,1,1,1,1,2,2,1,1,1,4,4,4,9,9,2,2,3,2,3,2,1545,2558,4092,1413,197,1216,3444,1143
2573,2,4,8,77,6,6,2,2,59,6,6,6,7,2,2,0,0,8,2,2,2,2,1,2,2,1,1,1,3,4,3,5,5,4,2,3,7,2,2,1545,2558,4092,1413,197,1216,3444,1143
2575,2,3,8,85,6,6,2,2,73,6,5,6,7,2,2,2,2,7,2,2,2,2,1,2,2,1,1,1,2,5,4,9,9,2,2,2,5,2,2,1545,2558,4092,1413,197,1216,3444,1143
2576,2,4,7,75,4,6,6,2,43,6,6,6,6,2,2,100,100,8,2,2,2,2,1,2,2,1,1,1,5,4,3,9,9,2,2,2,6,2,2,3687,2754,4249,1438,289,1149,3566,2370
2577,2,4,8,52,4,4,6,2,66,6,5,4,7,2,2,6,3,5,2,2,1,1,1,2,2,1,1,1,4,5,4,3,4,4,2,2,6,2,2,1545,2558,4092,1413,197,1216,3444,1143
2578,2,4,8,67,4,5,3,3,50,6,6,6,6,2,2,2,2,5,2,2,2,1,1,2,2,1,1,1,4,5,4,2,8,2,2,2,9,2,2,3687,2754,4249,1438,289,1149,3566,2370
2579,3,4,7,74,4,5,2,2,56,6,5,6,7,2,2,100,100,8,2,2,2,1,1,2,2,1,1,1,4,5,4,9,9,2,2,3,7,2,2,2206,2286,3943,1332,197,1134,3669,1107
2581,2,4,8,64,6,5,3,2,59,6,5,6,6,2,2,6,3,100,2,2,2,1,1,4,2,1,1,1,5,5,6,2,3,5,2,3,10,2,2,3687,2754,4249,1438,289,1149,3566,2370
2583,2,4,7,68,5,5,5,2,53,6,6,6,6,2,2,4,2,8,2,1,2,2,1,2,2,1,1,1,3,5,3,9,9,2,2,2,8,2,2,1545,2558,4092,1413,197,1216,3444,1143
2584,2,4,8,65,4,5,3,2,52,6,5,6,4,2,2,5,99,6,2,1,2,1,1,2,2,1,1,1,4,6,5,2,3,5,2,2,8,6,2,1545,2558,4092,1413,197,1216,3444,1143
2585,3,4,8,67,4,4,2,3,52,6,5,5,7,2,2,2,2,6,2,2,2,2,1,2,2,1,1,1,2,4,5,4,7,3,2,2,9,2,2,2206,2286,3943,1332,197,1134,3669,1107
2586,2,4,5,46,4,4,3,3,59,5,5,4,3,3,2,4,2,5,1,1,2,1,1,3,2,1,1,1,2,4,5,4,5,3,2,3,5,2,2,2206,2286,3943,1332,197,1134,3669,1107
2587,2,4,7,79,6,5,2,2,58,6,6,6,6,2,2,4,3,8,2,2,2,2,1,2,2,1,1,1,4,4,3,9,9,2,2,3,6,2,2,1545,2558,4092,1413,197,1216,3444,1143
2588,2,4,8,65,4,3,3,3,53,6,5,3,3,2,2,5,3,2,2,1,1,1,1,2,2,1,1,1,2,4,4,9,7,3,2,3,4,4,2,2206,2286,3943,1332,197,1134,3669,1107
2590,2,4,8,57,5,5,5,3,48,6,6,6,5,2,2,8,4,7,2,2,2,1,1,2,2,2,1,1,4,5,4,9,6,3,2,3,9,2,2,3687,2754,4249,1438,289,1149,3566,2370
2592,2,4,6,72,5,4,2,2,53,6,5,5,5,2,2,8,3,8,2,2,2,1,1,2,2,1,1,1,4,5,5,3,4,4,2,2,10,2,2,1545,2558,4092,1413,197,1216,3444,1143
2593,2,4,6,60,5,4,3,3,59,6,6,6,7,2,2,5,3,8,2,2,2,2,1,3,2,1,1,1,4,4,4,2,4,4,2,2,8,2,2,3687,2754,4249,1438,289,1149,3566,2370
2594,3,4,5,63,4,4,5,2,44,6,6,6,6,2,2,99,2,100,2,1,2,1,1,2,2,1,1,1,3,4,3,9,9,2,2,2,4,2,2,2206,2286,3943,1332,197,1134,3669,1107
2595,2,3,7,64,5,5,5,2,52,6,6,6,6,2,2,2,2,8,2,1,2,2,1,3,2,1,1,1,3,4,4,9,9,2,2,2,3,2,2,1545,2558,4092,1413,197,1216,3444,1143
2598,2,4,8,68,3,2,2,2,41,6,4,3,4,2,2,7,4,5,1,2,2,1,1,4,2,1,1,1,3,5,5,3,6,3,3,2,10,2,2,1545,2558,4092,1413,197,1216,3444,1143
2599,2,3,7,67,5,5,3,2,83,6,6,6,7,2,2,4,2,100,2,2,2,1,1,2,2,1,1,1,3,5,4,3,5,4,2,2,3,2,2,3687,2754,4249,1438,289,1149,3566,2370
2600,3,4,7,59,2,4,4,2,43,6,6,4,2,2,2,5,3,3,2,2,2,2,1,2,2,1,1,1,4,4,4,9,8,3,2,3,9,2,2,3687,2754,4249,1438,289,1149,3566,2370
2601,3,4,7,58,4,4,5,3,38,6,4,5,6,2,2,5,3,6,2,2,2,2,1,2,2,1,1,1,4,5,4,9,8,2,4,2,7,2,2,2055,3598,3932,1450,161,1289,3236,1469
2604,2,3,4,60,4,4,4,2,49,6,5,4,5,3,2,3,2,6,2,2,2,2,1,3,3,1,1,1,4,4,6,9,8,2,2,2,3,2,2,3687,2754,4249,1438,289,1149,3566,2370
2608,2,4,6,63,6,4,3,3,58,6,4,6,6,3,2,8,4,8,2,1,1,2,1,2,2,1,1,1,2,4,4,9,8,2,2,3,6,5,2,1545,2558,4092,1413,197,1216,3444,1143
2609,3,4,8,69,4,5,2,2,53,6,6,6,6,2,2,0,0,8,2,1,2,1,1,2,2,1,1,1,2,5,3,5,9,2,2,3,4,2,2,3687,2754,4249,1438,289,1149,3566,2370
2610,3,4,8,63,4,6,6,3,74,6,6,6,7,2,2,2,2,7,2,2,1,2,1,2,2,1,1,1,3,5,6,9,9,2,2,2,9,2,2,1545,2558,4092,1413,197,1216,3444,1143
2612,2,3,8,88,5,6,2,2,86,6,6,6,7,2,2,2,100,4,2,2,2,2,1,2,2,1,1,1,4,4,4,9,9,2,2,2,4,2,2,2206,2286,3943,1332,197,1134,3669,1107
2613,2,3,7,44,4,3,5,3,53,6,5,6,3,3,2,5,3,5,2,2,2,1,1,3,2,1,1,1,3,6,5,4,3,5,2,3,4,2,2,2206,2286,3943,1332,197,1134,3669,1107
2617,2,4,6,73,5,5,2,2,48,5,5,4,6,2,2,7,3,5,2,2,1,2,1,2,2,1,1,1,4,5,3,3,3,5,2,2,7,5,2,1545,2558,4092,1413,197,1216,3444,1143
2620,2,4,7,74,6,5,2,2,59,6,5,6,7,2,2,3,2,7,2,2,2,2,1,2,2,1,1,1,3,5,4,9,9,2,2,2,10,3,2,3687,2754,4249,1438,289,1149,3566,2370
2621,2,4,7,46,2,4,5,3,41,6,5,2,3,2,2,6,3,4,2,2,2,1,1,2,2,1,1,1,2,4,3,3,6,3,2,3,8,2,2,2055,3598,3932,1450,161,1289,3236,1469
2625,2,4,6,69,6,5,2,2,59,6,4,6,6,2,2,8,3,7,2,1,1,2,1,2,2,1,1,1,2,4,6,3,6,3,2,2,10,2,2,2206,2286,3943,1332,197,1134,3669,1107
2629,2,4,7,65,4,4,3,2,52,6,3,6,6,2,2,8,4,6,2,2,2,1,1,2,2,1,1,1,3,4,4,3,5,4,2,2,10,2,2,1545,2558,4092,1413,197,1216,3444,1143
2630,3,4,8,89,6,6,2,2,62,6,5,6,6,2,2,99,100,100,2,1,2,2,1,2,2,1,1,1,4,6,5,9,7,3,2,3,9,2,2,2055,3598,3932,1450,161,1289,3236,1469
2632,2,4,8,73,5,6,2,2,65,6,6,6,7,2,2,100,100,100,1,1,1,1,1,2,2,1,1,1,2,5,4,5,6,3,2,3,9,2,2,2055,3598,3932,1450,161,1289,3236,1469
2633,2,4,8,49,5,5,6,3,50,6,6,6,7,2,2,6,2,6,2,2,2,1,1,2,2,1,1,1,2,4,6,3,3,5,2,3,10,2,2,1545,2558,4092,1413,197,1216,3444,1143
2634,2,4,6,51,2,3,5,3,51,4,3,3,4,2,2,6,3,3,1,1,1,1,1,2,2,1,1,1,4,5,4,3,5,4,2,2,9,2,2,2206,2286,3943,1332,197,1134,3669,1107
2640,2,4,8,67,6,6,6,2,86,6,6,6,7,2,2,7,4,7,2,2,2,2,1,2,2,1,1,1,2,6,5,3,4,4,2,2,9,2,2,2055,3598,3932,1450,161,1289,3236,1469
2641,2,4,8,67,4,5,3,2,45,6,5,6,6,2,2,2,2,7,2,2,2,1,1,2,2,1,1,1,3,5,4,9,8,2,2,3,6,3,2,1545,2558,4092,1413,197,1216,3444,1143
2643,2,4,5,56,5,5,5,3,46,6,4,3,6,2,2,6,3,7,2,2,2,1,1,2,2,1,1,1,5,5,6,3,4,4,2,3,9,2,2,1545,2558,4092,1413,197,1216,3444,1143
2644,2,4,6,52,2,4,5,3,41,6,4,6,4,2,2,4,3,100,2,2,2,2,1,2,2,1,1,1,3,5,4,3,5,4,2,2,7,5,2,2206,2286,3943,1332,197,1134,3669,1107
2645,2,2,8,65,4,5,5,4,43,4,4,4,5,3,2,6,100,100,2,1,1,1,1,3,2,2,1,1,4,5,3,4,4,4,2,2,2,2,2,1545,2558,4092,1413,197,1216,3444,1143
2648,3,4,8,96,6,6,2,2,86,6,6,6,7,2,2,2,2,7,2,1,2,1,1,2,2,1,1,1,2,5,4,9,8,2,2,2,8,2,2,2055,3598,3932,1450,161,1289,3236,1469
2649,3,3,5,46,2,2,4,2,46,6,5,4,6,2,2,100,100,5,2,2,2,1,1,3,2,1,1,1,3,3,3,9,7,3,2,3,2,3,2,1545,2558,4092,1413,197,1216,3444,1143
2650,2,4,6,56,4,4,4,3,51,6,5,5,6,3,2,6,3,6,2,2,2,2,1,3,2,1,1,1,2,3,3,7,6,3,2,2,6,2,2,2206,2286,3943,1332,197,1134,3669,1107
2651,2,2,4,38,2,2,3,5,41,5,4,4,3,3,2,5,3,4,2,1,1,2,1,2,2,1,1,1,3,5,3,9,7,3,2,2,2,4,2,3687,2754,4249,1438,289,1149,3566,2370
2652,2,4,7,41,3,3,6,4,37,4,3,3,4,3,2,7,4,2,2,1,1,2,1,2,3,1,1,1,4,3,3,7,7,3,2,2,7,2,3,2055,3598,3932,1450,161,1289,3236,1469
2653,2,4,7,66,6,5,2,3,56,6,5,6,6,2,2,7,3,6,2,2,2,2,1,2,2,1,1,1,3,5,6,3,5,3,2,2,10,2,2,2055,3598,3932,1450,161,1289,3236,1469
2655,3,4,7,54,4,3,4,3,50,6,5,4,5,2,2,100,100,100,1,1,1,1,1,2,2,1,1,1,2,4,4,9,7,3,5,3,7,2,2,3687,2754,4249,1438,289,1149,3566,2370
2657,2,4,7,65,4,5,2,3,40,5,4,4,7,2,2,7,3,6,2,2,2,1,1,4,2,2,1,1,3,5,4,3,6,3,2,3,9,2,2,2206,2286,3943,1332,197,1134,3669,1107
2658,2,2,7,60,4,4,4,3,47,6,2,6,7,2,2,4,3,100,2,1,1,1,1,2,2,1,1,1,3,5,4,4,4,4,2,3,2,2,2,3687,2754,4249,1438,289,1149,3566,2370
2659,2,4,6,63,5,5,2,2,50,6,6,6,6,2,2,6,3,6,2,1,2,2,1,2,2,1,1,1,5,4,5,3,3,5,2,2,9,6,2,2206,2286,3943,1332,197,1134,3669,1107
2662,3,3,8,75,5,2,5,2,47,6,5,6,5,2,2,2,2,5,2,2,2,1,1,2,2,1,1,1,3,4,4,9,9,2,2,3,3,2,2,1545,2558,4092,1413,197,1216,3444,1143
2663,2,4,7,65,4,4,4,3,71,5,4,3,6,2,2,2,2,99,1,2,2,1,1,2,2,1,2,1,0,4,6,2,9,2,2,2,9,2,2,2055,3598,3932,1450,161,1289,3236,1469
2664,3,4,6,79,5,5,2,2,59,6,5,6,7,2,2,2,2,100,2,1,2,2,1,2,2,1,1,1,3,4,5,9,9,2,2,3,4,3,2,2206,2286,3943,1332,197,1134,3669,1107
2665,2,4,5,50,4,4,4,4,43,4,3,3,4,3,2,7,4,100,2,2,2,1,1,2,2,1,1,1,3,3,3,4,5,4,2,3,9,2,2,2055,3598,3932,1450,161,1289,3236,1469
2666,2,2,5,50,4,4,4,3,39,6,5,2,5,2,2,99,0,100,2,1,1,1,1,2,2,9,1,1,3,4,3,9,6,3,4,2,2,5,2,1545,2558,4092,1413,197,1216,3444,1143
2667,2,4,7,55,5,5,5,3,53,6,5,5,7,2,2,7,3,100,2,2,2,1,1,2,2,1,1,1,2,5,6,3,3,5,2,3,10,2,2,3687,2754,4249,1438,289,1149,3566,2370
2669,2,4,7,65,5,5,3,2,56,6,6,6,7,2,2,6,3,7,2,2,2,2,1,2,2,1,1,1,3,5,6,3,3,5,2,2,9,2,2,1545,2558,4092,1413,197,1216,3444,1143
2673,3,4,5,55,4,3,5,3,55,6,6,6,5,2,2,100,100,100,2,2,2,2,1,2,2,1,1,1,4,4,3,9,9,2,2,3,7,2,2,2206,2286,3943,1332,197,1134,3669,1107
2674,2,4,5,29,2,3,6,5,55,6,5,3,6,4,2,7,4,4,2,2,2,2,1,2,2,1,1,1,3,5,6,3,5,4,2,2,8,2,2,2055,3598,3932,1450,161,1289,3236,1469
2677,3,4,7,82,2,6,2,2,64,6,6,6,7,2,2,2,2,8,2,2,2,2,1,2,2,1,1,1,4,5,5,9,8,2,2,3,10,2,2,1545,2558,4092,1413,197,1216,3444,1143
2678,2,4,7,57,4,4,4,3,52,6,5,6,6,3,2,2,2,6,2,1,2,2,1,2,2,1,1,1,2,6,5,9,7,3,2,2,7,2,2,2206,2286,3943,1332,197,1134,3669,1107
2680,3,3,0,60,4,4,5,2,51,6,6,6,6,2,2,2,100,5,2,1,2,1,1,2,2,1,1,1,3,5,2,9,9,2,2,3,2,3,2,3687,2754,4249,1438,289,1149,3566,2370
